영업상태명,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,업태구분명,좌표정보(X),좌표정보(Y)
영업/정상,영업,전라남도 완도군 완도읍 군내리 1248-4번지 ,전라남도 완도군 완도읍 장보고대로 210,59120,패스트푸드,176765.6387,91019.21599
영업/정상,영업,전라남도 완도군 소안면 비자리 1435-2번지 ,전라남도 완도군 소안면 소안로 163-1,59165,다방,167497.5375,75185.95327
영업/정상,영업,전라남도 완도군 소안면 비자리 1224-1 ,전라남도 완도군 소안면 비자1길 20-1,59165,다방,167663.4401,75237.93311
영업/정상,영업,전라남도 완도군 금일읍 화목리 965번지 ,전라남도 완도군 금일읍 금일로 385-1,59140,편의점,202561.0496,94603.73626
영업/정상,영업,전라남도 완도군 청산면 상동리 413-1번지 ,전라남도 완도군 청산면 상동길 91-1,59150,커피숍,191330.8062,75389.00768
영업/정상,영업,전라남도 완도군 군외면 신학리 230번지 ,전라남도 완도군 군외면 초평길 43-1,59100,일반조리판매,168454.8611,97057.45029
영업/정상,영업,전라남도 완도군 금일읍 화목리 1033-2번지 ,전라남도 완도군 금일읍 금일로 269,59140,다방,201727.7743,95173.63187
영업/정상,영업,전라남도 완도군 완도읍 군내리 1230번지 ,"전라남도 완도군 완도읍 개포로130번길 20, 6동",59114,일반조리판매,176462.8491,91195.09584
영업/정상,영업,전라남도 완도군 약산면 장용리 522-11 ,전라남도 완도군 약산면 장용1길 4,59135,다방,190711.2768,99628.68453
영업/정상,영업,전라남도 완도군 완도읍 군내리 1261-3 ,전라남도 완도군 완도읍 개포로 5,59120,다방,177037.1948,91055.27655
영업/정상,영업,전라남도 완도군 완도읍 군내리 1242-1 ,전라남도 완도군 완도읍 개포로114번길 30,59119,커피숍,176480.9392,91132.84958
영업/정상,영업,전라남도 완도군 완도읍 군내리 1237-9 ,전라남도 완도군 완도읍 장보고대로 180,59114,기타 휴게음식점,176577.8343,91280.10633
영업/정상,영업,전라남도 완도군 완도읍 정도리 830-1번지 ,"전라남도 완도군 완도읍 화흥포길 243-1, 1층",59110,커피숍,170425.4958,89726.25484
영업/정상,영업,전라남도 완도군 고금면 덕암리 602-5 ,전라남도 완도군 고금면 고금동로2번길 25-1,59130,커피숍,181780.054,99832.96411
영업/정상,영업,전라남도 완도군 완도읍 군내리 1417번지 ,"전라남도 완도군 완도읍 장보고대로286번길 6, 1층",59122,커피숍,177450.4394,90766.99363
영업/정상,영업,전라남도 완도군 신지면 신리 815-28 1층 ,"전라남도 완도군 신지면 명사십리길 110, 1층",59146,커피숍,181915.1043,92030.67787
영업/정상,영업,전라남도 완도군 완도읍 군내리 1264-10 2층 ,"전라남도 완도군 완도읍 개포로 12, 2층",59120,다방,176964.9773,91045.11484
영업/정상,영업,전라남도 완도군 완도읍 군내리 818-23번지 ,"전라남도 완도군 완도읍 장보고대로248번길 38-1, 1층",59121,커피숍,177359.8546,90665.17494
영업/정상,영업,전라남도 완도군 완도읍 군내리 1258-3 ,전라남도 완도군 완도읍 해변공원로 67,59118,커피숍,176817.1144,91325.17863
영업/정상,영업,전라남도 완도군 고금면 농상리 20-3 1층 ,"전라남도 완도군 고금면 고금동로 46, 1층",59130,편의점,181943.0818,99813.74957
영업/정상,영업,전라남도 완도군 완도읍 군내리 310-143 1층 ,"전라남도 완도군 완도읍 장보고대로 302, 1층",59126,편의점,177627.0996,90787.1752
영업/정상,영업,전라남도 완도군 완도읍 군내리 1263-10 1층 ,"전라남도 완도군 완도읍 장보고대로 243-7, 1층",59120,일반조리판매,177088.2727,90981.65043
영업/정상,영업,전라남도 완도군 신지면 신리 516 센텀펜트하우스 ,"전라남도 완도군 신지면 신지로 433, 101동 101호 (센텀펜트하우스)",59146,패스트푸드,182865.6481,93036.34082
영업/정상,영업,전라남도 완도군 금일읍 화목리 160-4 ,"전라남도 완도군 금일읍 금일로 400, 1층",59140,다방,202685.2361,94576.63354
영업/정상,영업,전라남도 완도군 완도읍 군내리 1242번지 ,전라남도 완도군 완도읍 개포로114번길 34,59119,일반조리판매,176494.6636,91142.75813
영업/정상,영업,전라남도 완도군 고금면 농상리 553-21번지 ,전라남도 완도군 고금면 농상1길 2,59130,다방,181498.2875,99724.23489
영업/정상,영업,전라남도 완도군 고금면 농상리 429 1층 ,"전라남도 완도군 고금면 고금동로2번길 34, 1층",59130,커피숍,181852.6469,99813.66895
영업/정상,영업,전라남도 완도군 고금면 농상리 429 1층 ,"전라남도 완도군 고금면 고금동로2번길 34, 1층",59130,일반조리판매,181852.6469,99813.66895
영업/정상,영업,전라남도 완도군 생일면 유서리 440-5 ,"전라남도 완도군 생일면 생일로 643, 2층",59144,커피숍,199478.9929,93283.53963
영업/정상,영업,전라남도 완도군 완도읍 죽청리 1012 1층 ,"전라남도 완도군 완도읍 농공단지길 35, 1층",59108,편의점,175186.7447,93267.24998
영업/정상,영업,전라남도 완도군 약산면 장용리 891-2 ,전라남도 완도군 약산면 약산로 386,59135,커피숍,190735.9102,99570.14697
영업/정상,영업,전라남도 완도군 고금면 가교리 804-3 ,"전라남도 완도군 고금면 고금로 1177, 고금휴게소 2층",59128,커피숍,183981.1622,104493.6996
영업/정상,영업,전라남도 완도군 완도읍 군내리 1443 장보고수산물축제 행사장 외 1필지 ,"전라남도 완도군 완도읍 해변공원로 52, 장보고수산물축제 행사장 외 1필지",59117,푸드트럭,176915.2555,91297.51702
영업/정상,영업,전라남도 완도군 완도읍 군내리 1150-1 1동 101호,"전라남도 완도군 완도읍 청해진서로 3-4, 1동 101호",59112,편의점,176223.2858,90832.45479
영업/정상,영업,전라남도 완도군 노화읍 이포리 885-1번지 ,"전라남도 완도군 노화읍 노화로 847, 1층",59158,기타 휴게음식점,160490.0598,75571.98547
영업/정상,영업,전라남도 완도군 완도읍 가용리 1033-23 ,전라남도 완도군 완도읍 개포로177번길 6,59116,커피숍,176649.9807,91447.08489
영업/정상,영업,전라남도 완도군 완도읍 군내리 1230-3 ,전라남도 완도군 완도읍 개포로114번길 37-13,59114,패스트푸드,176471.2749,91232.53105
영업/정상,영업,전라남도 완도군 완도읍 군내리 1247 ,전라남도 완도군 완도읍 장보고대로 198,59119,커피숍,176684.5099,91132.94087
영업/정상,영업,전라남도 완도군 완도읍 군내리 1240-13 1층 ,"전라남도 완도군 완도읍 개포로62번길 17-8, 1층",59119,커피숍,176597.0778,91125.58857
영업/정상,영업,"전라남도 완도군 군외면 당인리 332-1 1, 2층 ","전라남도 완도군 군외면 청해진서로 1418-2, 1층",59106,커피숍,167788.6377,93168.04794
영업/정상,영업,전라남도 완도군 소안면 이월리 1238-14 ,"전라남도 완도군 소안면 소안로 2, 1층",59164,커피숍,166226.6376,75857.61679
영업/정상,영업,전라남도 완도군 완도읍 군내리 363-24번지 은성오피스텔 ,"전라남도 완도군 완도읍 중앙길 28, 1층",59123,커피숍,177656.3266,90622.4566
영업/정상,영업,전라남도 완도군 완도읍 가용리 9-191 완도맞춤형복합문화센터 ,"전라남도 완도군 완도읍 개포로159번길 55, 완도맞춤형복합문화센터 문화동 2층",59109,커피숍,176138.6773,91814.56738
영업/정상,영업,전라남도 완도군 완도읍 가용리 1040-8번지 농협하나로마트 ,"전라남도 완도군 완도읍 장보고대로 169, 농협하나로마트",59116,일반조리판매,176574.4709,91411.47255
영업/정상,영업,전라남도 완도군 완도읍 군내리 782-66 축협 ,"전라남도 완도군 완도읍 청해진남로 22, 축협",59122,커피숍,177483.5423,90656.52913
영업/정상,영업,전라남도 완도군 완도읍 가용리 56번지 ,"전라남도 완도군 완도읍 청해진동로 63, 완도대성병원 공공산후조리원 1층",59109,편의점,175591.4848,91067.63479
영업/정상,영업,전라남도 완도군 완도읍 정도리 67번지 ,"전라남도 완도군 완도읍 구계등길 36, 1층",59110,커피숍,173101.5751,89147.44256
영업/정상,영업,"전라남도 완도군 신지면 신리 813-2번지 모래뜰, 세븐일레븐 ","전라남도 완도군 신지면 명사십리길 74, 1층",59146,편의점,182132.6068,92241.47924
영업/정상,영업,전라남도 완도군 완도읍 군내리 765-23번지 1층 ,"전라남도 완도군 완도읍 청해진남로35번길 9-6, 1층",59124,패스트푸드,177530.3395,90491.63995
영업/정상,영업,전라남도 완도군 완도읍 군내리 782-61번지 ,"전라남도 완도군 완도읍 청해진남로18번길 5-1 (청해진해수사우나  2,3층)",59122,기타 휴게음식점,177457.7609,90689.61492
영업/정상,영업,전라남도 완도군 완도읍 군내리 1344번지 2층 ,"전라남도 완도군 완도읍 장보고대로 268-1, 2층",59122,커피숍,177303.8805,90852.30368
영업/정상,영업,전라남도 완도군 완도읍 가용리 1040-8번지 농협하나로마트 ,"전라남도 완도군 완도읍 장보고대로 169, 농협하나로마트 1층",59116,커피숍,176574.4709,91411.47255
영업/정상,영업,전라남도 완도군 완도읍 군내리 1284번지 ,"전라남도 완도군 완도읍 해변공원로 17, 2층",59120,기타 휴게음식점,177179.697,91015.83657
영업/정상,영업,전라남도 완도군 완도읍 군내리 305-15번지 2층 ,"전라남도 완도군 완도읍 장보고대로 334, 2층",59126,커피숍,177937.9647,90875.01163
영업/정상,영업,전라남도 완도군 완도읍 가용리 1014-10번지 ,전라남도 완도군 완도읍 해변공원로124번길 15,59116,커피숍,176829.7709,92001.98908
영업/정상,영업,전라남도 완도군 군외면 원동리 1069-4번지 ,전라남도 완도군 군외면 청해진서로 2164-1,59101,커피숍,167544.6267,99273.8259
영업/정상,영업,전라남도 완도군 완도읍 가용리 1052 ,전라남도 완도군 완도읍 개포로145번길 35,59115,편의점,176177.7344,91622.61395
영업/정상,영업,전라남도 완도군 완도읍 군내리 1259 1층 ,"전라남도 완도군 완도읍 해변공원로 59, 1층",59118,편의점,176865.0864,91258.8446
영업/정상,영업,전라남도 완도군 완도읍 군내리 352-11번지 ,전라남도 완도군 완도읍 중앙42번길 3-1,59125,기타 휴게음식점,177795.9004,90517.64289
영업/정상,영업,전라남도 완도군 완도읍 군내리 1218-27번지 ,"전라남도 완도군 완도읍 개포로114번길 11, 1층",59113,다방,176291.8445,91085.42798
영업/정상,영업,전라남도 완도군 군외면 대문리 5-15 ,전라남도 완도군 군외면 초평1길 135,59105,커피숍,168778.8083,96248.03467
영업/정상,영업,전라남도 완도군 완도읍 가용리 1100-1번지 ,전라남도 완도군 완도읍 해변공원로124번길 26,59116,기타 휴게음식점,176919.9428,92046.95468
영업/정상,영업,전라남도 완도군 완도읍 군내리 765-9번지 ,전라남도 완도군 완도읍 청해진남로 33,59123,커피숍,177442.9688,90536.46563
영업/정상,영업,전라남도 완도군 완도읍 군내리 1245 ,전라남도 완도군 완도읍 개포로62번길 18-4,59119,다방,176598.5901,91071.63932
영업/정상,영업,전라남도 완도군 약산면 장용리 891-4 ,전라남도 완도군 약산면 약산로 382,59135,다방,190702.4297,99573.99233
영업/정상,영업,전라남도 완도군 고금면 덕암리 758-10 ,전라남도 완도군 고금면 고금동로 27,59130,커피숍,181777.2154,99907.2573
영업/정상,영업,전라남도 완도군 군외면 원동리 1070-6번지 ,전라남도 완도군 군외면 청해진서로 2152,59101,편의점,167502.5025,99149.60533
영업/정상,영업,전라남도 완도군 완도읍 군내리 1229-7번지 ,전라남도 완도군 완도읍 개포로114번길 29,59114,편의점,176442.4862,91135.90024
영업/정상,영업,전라남도 완도군 완도읍 군내리 307-10 ,"전라남도 완도군 완도읍 장보고대로 332, 2층",59126,커피숍,177962.3417,90839.61761
영업/정상,영업,전라남도 완도군 청산면 도청리 944-4번지 ,전라남도 완도군 청산면 청산로 1614,59151,커피숍,186774.3556,76016.58343
영업/정상,영업,전라남도 완도군 약산면 해동리 750-5 ,전라남도 완도군 약산면 당목길 140,59136,편의점,194982.1342,97788.2539
영업/정상,영업,전라남도 완도군 생일면 유서리 390-2번지 ,전라남도 완도군 생일면 생일로 635,59144,편의점,199516.4075,93210.46079
영업/정상,영업,전라남도 완도군 완도읍 가용리 1052번지 상가111~112호 ,전라남도 완도군 완도읍 개포로145번길 35 (상가111~112호),59115,패스트푸드,176177.7344,91622.61395
영업/정상,영업,전라남도 완도군 청산면 도청리 1179 청산농협 ,"전라남도 완도군 청산면 청산로 29, 청산아일랜드호(선박번호:WDR-077061)",59151,편의점,186773.0523,75914.80177
영업/정상,영업,전라남도 완도군 완도읍 군내리 1274-7 ,"전라남도 완도군 완도읍 개포로62번길 35, 1층",59118,다방,176733.8042,91195.57745
영업/정상,영업,전라남도 완도군 청산면 도청리 1180-2번지 ,전라남도 완도군 청산면 청산로 35-2,59151,편의점,186811.743,75876.53077
영업/정상,영업,전라남도 완도군 군외면 원동리 1066-4 ,전라남도 완도군 군외면 청해진서로 2172,,편의점,167572.326,99354.94
영업/정상,영업,전라남도 완도군 보길면 예송리 225-2 ,전라남도 완도군 보길면 예송로 264-10,59162,커피숍,159606.7534,71753.62608
영업/정상,영업,전라남도 완도군 완도읍 군내리 1239번지 ,전라남도 완도군 완도읍 개포로114번길 48,59119,편의점,176615.6913,91228.68178
폐업,폐업,전라남도 완도군 완도읍 군내리 1273-15 ,전라남도 완도군 완도읍 장보고대로 195,59118,커피숍,176730.947,91165.68832
폐업,폐업,전라남도 완도군 금일읍 화목리 241-3번지 ,전라남도 완도군 금일읍 금일로 427,59140,기타 휴게음식점,202943.4619,94665.34977
폐업,폐업,전라남도 완도군 노화읍 이포리 820-2 3층 ,"전라남도 완도군 노화읍 노화로 874-1, 3층",59157,다방,160231.8826,75546.10306
폐업,폐업,전라남도 완도군 신지면 신리 797-43 신지명사십리해수욕장 내 부지(푸드트럭존) ,,,푸드트럭,182391.9351,92186.81237
폐업,폐업,전라남도 완도군 신지면 신리 993-2번지 ,전라남도 완도군 신지면 명사십리길 100,59146,패스트푸드,181921.9709,92124.43554
폐업,폐업,전라남도 완도군 완도읍 가용리 1021번지 ,전라남도 완도군 완도읍 해변공원로 123,59116,편의점,176727.2762,91870.8364
폐업,폐업,전라남도 완도군 완도읍 가용리 1058번지 ,,,과자점,176275.1351,91594.30938
폐업,폐업,전라남도 완도군 고금면 농상리 427-2번지 ,,,다방,181921.2113,99742.88979
폐업,폐업,전라남도 완도군 완도읍 가용리 1032-3번지 (2층) ,,,다방,176678.8457,91495.51686
폐업,폐업,전라남도 완도군 보길면 부황리 1-16번지 ,,,다방,160173.173,74745.05801
폐업,폐업,전라남도 완도군 약산면 장용리 325번지 ,,,다방,192642.469,99196.97324
폐업,폐업,전라남도 완도군 완도읍 군내리 1225번지 ,,,일반조리판매,176320.1935,91069.56807
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 완도군해조류박람회관 ,"전라남도 완도군 완도읍 해변공원로 84, 장보고수산물축제 행사장",59116,패스트푸드,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 완도군해조류박람회관 ,"전라남도 완도군 완도읍 해변공원로 84, 장보고수산물축제행사장",59116,패스트푸드,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 완도읍 군내리 1241-8 2층 ,"전라남도 완도군 완도읍 개포로62번길 17-13, 2층",59119,다방,176558.62,91127.45238
폐업,폐업,전라남도 완도군 완도읍 가용리 1057-7번지 ,"전라남도 완도군 완도읍 개포로145번길 38, 2층",59115,커피숍,176252.496,91634.67384
폐업,폐업,전라남도 완도군 군외면 원동리 72-22 ,"전라남도 완도군 군외면 원동1길 77-2, 1층",59101,다방,167678.0398,99327.5102
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 완도군해조류박람회관 ,"전라남도 완도군 완도읍 해변공원로 84, 장보고수산물축제행사장",59116,푸드트럭,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 완도군해조류박람회관 ,"전라남도 완도군 완도읍 해변공원로 84, 2019 완도토요싱싱콘서트 행사장",59116,기타 휴게음식점,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 완도군해조류박람회관 ,"전라남도 완도군 완도읍 해변공원로 84, 2019 완도토요싱싱콘서트 행사장",59116,기타 휴게음식점,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 청산면 당락리 636-1번지 ,"전라남도 완도군 청산면 당리1길 20-21, 청산도슬로걷기축제 행사장",59150,기타 휴게음식점,187256.4367,75076.62467
영업/정상,영업,전라남도 완도군 완도읍 가용리 3-56 101호,"전라남도 완도군 완도읍 해변공원로 137, 101호",59116,커피숍,176778.785,92051.65552
영업/정상,영업,전라남도 완도군 완도읍 군내리 1369 ,"전라남도 완도군 완도읍 장보고대로 282, 1층",59122,기타 휴게음식점,177409.4718,90784.68409
영업/정상,영업,전라남도 완도군 약산면 장용리 522-7 ,"전라남도 완도군 약산면 장용1길 4-2, 1층",59135,편의점,190686.9335,99637.90102
영업/정상,영업,전라남도 완도군 고금면 덕암리 626-6 ,전라남도 완도군 고금면 고금동로2번길 11-1,59130,다방,181645.8254,99791.02336
영업/정상,영업,전라남도 완도군 소안면 비자리 1053-1 ,전라남도 완도군 소안면 소안로 225,59165,편의점,167937.6003,74796.42699
폐업,폐업,전라남도 완도군 완도읍 군내리 1249-2 ,전라남도 완도군 완도읍 개포로 34-1,59120,일반조리판매,176740.2954,90944.89395
영업/정상,영업,전라남도 완도군 완도읍 군내리 266-1 ,전라남도 완도군 완도읍 장보고대로 330-3,59126,일반조리판매,178328.2259,90649.14034
영업/정상,영업,전라남도 완도군 완도읍 군내리 1274-15 ,전라남도 완도군 완도읍 장보고대로 183,59118,기타 휴게음식점,176662.3268,91261.07044
영업/정상,영업,전라남도 완도군 청산면 상동리 325-1 ,전라남도 완도군 청산면 상동75번길 24,59150,전통찻집,191343.3878,75527.2502
영업/정상,영업,전라남도 완도군 완도읍 군내리 1256-2 생활문화센터 ,"전라남도 완도군 완도읍 개포로 111, 생활문화센터 1층",59109,커피숍,176157.6889,90989.32883
영업/정상,영업,전라남도 완도군 청산면 당락리 753 ,전라남도 완도군 청산면 청산로 135,59150,커피숍,187263.9962,75118.98813
영업/정상,영업,전라남도 완도군 완도읍 군내리 310-53 ,"전라남도 완도군 완도읍 군내3번길 22, 1층",59123,기타 휴게음식점,177619.1699,90718.08748
영업/정상,영업,전라남도 완도군 완도읍 군내리 1361 2층 ,"전라남도 완도군 완도읍 청해진남로24번길 20, 2층",59122,다방,177364.8599,90790.83615
영업/정상,영업,전라남도 완도군 완도읍 군내리 1232-13번지 1층 ,전라남도 완도군 완도읍 개포로 144-1,59114,기타 휴게음식점,176357.2374,91262.44442
영업/정상,영업,전라남도 완도군 약산면 득암리 53번지 ,전라남도 완도군 약산면 약산일주로 461-1,59136,커피숍,191519.086,96400.62437
영업/정상,영업,전라남도 완도군 노화읍 이포리 890-4 ,"전라남도 완도군 노화읍 노화로 831, 2,3층",59158,커피숍,160632.4261,75545.84851
영업/정상,영업,"전라남도 완도군 완도읍 군내리 1256-2 완도군민회관, 농어촌체육센타, 공설운동장, 전남도장애인체육대회 행사장 ","전라남도 완도군 완도읍 개포로 111, 완도군민회관, 농어촌체육센타, 공설운동장, 전남도장애인체육대회 행사장",59109,푸드트럭,176157.6889,90989.32883
영업/정상,영업,전라남도 완도군 고금면 덕암리 761 ,전라남도 완도군 고금면 고금로 665,59130,편의점,181655.7964,100387.1312
영업/정상,영업,전라남도 완도군 완도읍 군내리 1233-11 ,"전라남도 완도군 완도읍 개포로 154-6, 1층",59114,커피숍,176440.086,91286.26911
영업/정상,영업,전라남도 완도군 완도읍 정도리 830-14 화흥포항 ,"전라남도 완도군 완도읍 화흥포길 242, 화흥포항 1층",59110,일반조리판매,170379.7474,89775.79088
영업/정상,영업,전라남도 완도군 완도읍 군내리 782-35 청년센터 ,"전라남도 완도군 완도읍 군내길 7, 청년센터",59123,커피숍,177521.0078,90550.69752
영업/정상,영업,전라남도 완도군 고금면 농상리 796-3 ,전라남도 완도군 고금면 고금로 446,59130,커피숍,180952.4168,98296.66227
영업/정상,영업,전라남도 완도군 완도읍 가용리 1030-9 ,전라남도 완도군 완도읍 해변공원로101번길 5-12,59116,다방,176660.9789,91622.93771
영업/정상,영업,전라남도 완도군 금일읍 화목리 739-17 ,전라남도 완도군 금일읍 하화전길 1,59140,편의점,201782.0293,95126.20194
영업/정상,영업,전라남도 완도군 고금면 농상리 460-6 ,"전라남도 완도군 고금면 고금서로 17, 1층",59130,다방,181342.888,99869.24349
영업/정상,영업,전라남도 완도군 완도읍 가용리 9-89 ,전라남도 완도군 완도읍 개포로135번길 53-1,59109,기타 휴게음식점,176095.0538,91730.29434
영업/정상,영업,전라남도 완도군 군외면 원동리 1066-1 ,전라남도 완도군 군외면 청해진서로 2180,59101,편의점,167584.5659,99398.96658
영업/정상,영업,전라남도 완도군 완도읍 군내리 324 ,전라남도 완도군 완도읍 군내21번길 33-40,59126,커피숍,177857.2338,90695.96205
영업/정상,영업,전라남도 완도군 완도읍 가용리 841-1 ,전라남도 완도군 완도읍 완도로 1519,59108,기타 휴게음식점,175125.1238,92964.37285
영업/정상,영업,전라남도 완도군 완도읍 장좌리 173-1 ,"전라남도 완도군 완도읍 청해진로 1405, 1층",59104,커피숍,175107.3188,95382.32747
영업/정상,영업,전라남도 완도군 완도읍 망석리 235 1층 ,"전라남도 완도군 완도읍 망석길 92-37, 1층",59111,커피숍,177229.4411,89486.96313
영업/정상,영업,전라남도 완도군 보길면 부황리 7-7 ,전라남도 완도군 보길면 청별길 20,59161,기타 휴게음식점,159993.2981,74743.20486
영업/정상,영업,전라남도 완도군 완도읍 군내리 1388 ,전라남도 완도군 완도읍 장보고대로248번길 31,59122,기타 휴게음식점,177339.69,90734.07212
영업/정상,영업,전라남도 완도군 완도읍 가용리 1073-7 ,전라남도 완도군 완도읍 개포로 153,59115,기타 휴게음식점,176443.6746,91338.02485
영업/정상,영업,전라남도 완도군 완도읍 군내리 1257-11 ,전라남도 완도군 완도읍 개포로 184,,커피숍,176724.8922,91418.91807
영업/정상,영업,전라남도 완도군 완도읍 군내리 1258-7 ,"전라남도 완도군 완도읍 해변공원로 61, 1층",59118,커피숍,176849.7334,91280.16688
영업/정상,영업,전라남도 완도군 완도읍 가용리 1013 우성 팰리스힐 1층 102호,"전라남도 완도군 완도읍 해변공원로 150, 1층 102호 (우성 팰리스힐)",59116,편의점,176875.8944,92090.72758
영업/정상,영업,전라남도 완도군 소안면 비자리 1186-50 1층 ,"전라남도 완도군 소안면 소안로 189, 1층",59165,기타 휴게음식점,167715.2417,75056.22352
영업/정상,영업,전라남도 완도군 완도읍 군내리 1196-6 ,전라남도 완도군 완도읍 중앙길 77,59126,일반조리판매,177989.3824,90244.8238
영업/정상,영업,전라남도 완도군 약산면 해동리 753-4 1층 ,"전라남도 완도군 약산면 당목길 112, 1층",59136,커피숍,194798.1692,97926.24705
영업/정상,영업,전라남도 완도군 신지면 신리 815-20 1~2층 ,"전라남도 완도군 신지면 명사십리길 106, 1~2층",59146,커피숍,181907.6413,92069.13967
영업/정상,영업,전라남도 완도군 완도읍 가용리 1073-6 1층 ,"전라남도 완도군 완도읍 개포로 157, 1층",59115,일반조리판매,176463.5299,91344.10683
영업/정상,영업,전라남도 완도군 완도읍 군내리 1255 완도항 연안여객터미널 1층 ,"전라남도 완도군 완도읍 장보고대로 339, 완도항 연안여객터미널 1층",59126,커피숍,177929.4944,90975.94831
폐업,폐업,전라남도 완도군 완도읍 군내리 1246-1번지 ,,,다방,176623.0127,91089.46151
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 ,전라남도 완도군 완도읍 해변공원로 84 (박람회내측),59116,기타 휴게음식점,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 ,전라남도 완도군 완도읍 해변공원로 84 (박람회내측),59116,기타 휴게음식점,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 ,전라남도 완도군 완도읍 해변공원로 84 (박람회 내측),59116,기타 휴게음식점,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 청산면 당락리 1173번지 ,전라남도 완도군 청산면 도락길 67,59151,기타 휴게음식점,186802.7007,75074.84633
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 ,전라남도 완도군 완도읍 해변공원로 84,59116,푸드트럭,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 ,전라남도 완도군 완도읍 해변공원로 84,59116,푸드트럭,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 완도읍 가용리 1100번지 ,전라남도 완도군 완도읍 해변공원로 84,59116,푸드트럭,176798.0253,91773.51884
폐업,폐업,전라남도 완도군 완도읍 가용리 1013번지 우성펠리스힐 ,"전라남도 완도군 완도읍 해변공원로 150, 지하1층 (우성펠리스힐)",59116,패스트푸드,176875.8944,92090.72758
폐업,폐업,전라남도 완도군 소안면 비자리 1184-1 ,전라남도 완도군 소안면 비자1길 16,59165,다방,167700.2806,75203.73709
폐업,폐업,전라남도 완도군 완도읍 군내리 1262-10번지 ,,,다방,177115.3865,90979.79881
폐업,폐업,전라남도 완도군 완도읍 군내리 1263-17번지 ,,,다방,176997.2362,90985.11489
폐업,폐업,전라남도 완도군 약산면 해동리 750-4번지 ,전라남도 완도군 약산면 당목길 140,59136,일반조리판매,194973.2055,97794.1877
폐업,폐업,전라남도 완도군 완도읍 군내리 1248-3번지 ,,,일반조리판매,176757.554,91030.62278
폐업,폐업,전라남도 완도군 완도읍 대신리 1089-3 ,전라남도 완도군 완도읍 청해진서로 1161-8,59107,일반조리판매,169520.7901,91775.28001
폐업,폐업,전라남도 완도군 완도읍 죽청리 232-5번지 ,,,일반조리판매,175723.2493,94036.18548
폐업,폐업,전라남도 완도군 약산면 득암리 53번지 ,전라남도 완도군 약산면 약산일주로 461-1,59136,전통찻집,191519.086,96400.62437
폐업,폐업,전라남도 완도군 완도읍 가용리 1021-4번지 ,,,다방,176725.2213,91845.93497
폐업,폐업,전라남도 완도군 완도읍 군내리 1246-12번지 ,,,다방,176686.6333,91039.07466
폐업,폐업,전라남도 완도군 완도읍 군내리 310-42번지 ,,,다방,177510.952,90786.91519
폐업,폐업,전라남도 완도군 완도읍 군내리 1248-7번지 ,전라남도 완도군 완도읍 개포로56번길 16-11,59120,일반조리판매,176758.4538,90989.76715
폐업,폐업,전라남도 완도군 완도읍 가용리 1032-3번지 ,,,다방,176678.8457,91495.51686
폐업,폐업,전라남도 완도군 고금면 덕암리 627-15번지 ,,,다방,181598.2925,99801.1395
폐업,폐업,전라남도 완도군 약산면 장용리 898-18번지 ,,,다방,190639.791,99529.36649
폐업,폐업,전라남도 완도군 노화읍 이포리 678-14번지 ,전라남도 완도군 노화읍 노화로 840-1,59158,일반조리판매,160567.4758,75588.32581
폐업,폐업,전라남도 완도군 완도읍 군내리 1246-1번지 (2층) ,전라남도 완도군 완도읍 개포로62번길 20 ((2층)),59119,다방,176623.0127,91089.46151
폐업,폐업,전라남도 완도군 완도읍 가용리 1033-22번지 ,전라남도 완도군 완도읍 개포로177번길 2-9,59116,다방,176648.2229,91463.10978
폐업,폐업,전라남도 완도군 완도읍 군내리 1262-10번지 ,전라남도 완도군 완도읍 장보고대로 243-6,59120,다방,177115.3865,90979.79881
폐업,폐업,전라남도 완도군 완도읍 정도리 830-6번지 ,,,일반조리판매,,
폐업,폐업,전라남도 완도군 완도읍 정도리 830-14번지 (2층) ,,,일반조리판매,,
폐업,폐업,전라남도 완도군 완도읍 군내리 1240-3번지 (1층) ,,,다방,176572.5008,91197.95004
폐업,폐업,전라남도 완도군 완도읍 군내리 1241번지 (1층) ,,,일반조리판매,176530.0238,91167.04698
폐업,폐업,전라남도 완도군 완도읍 군내리 1239-14번지 ,전라남도 완도군 완도읍 장보고대로 192,59119,커피숍,176663.5957,91161.79357
폐업,폐업,전라남도 완도군 청산면 도청리 1174-11번지 ,,,기타 휴게음식점,186698.7321,75961.62278
